subject_id,student_id,assessment_type,marks_obtained,id
SB000052,ST000408,UT-1,29,MR008521
SB000052,ST000408,UT-2,26,MR008522
SB000052,ST000408,UT-3,2,MR008523
SB000052,ST000408,HY,3,MR008524
SB000052,ST000408,FA,9,MR008525
SB000053,ST000408,UT-1,31,MR008526
SB000053,ST000408,UT-2,45,MR008527
SB000053,ST000408,UT-3,41,MR008528
SB000053,ST000408,HY,47,MR008529
SB000053,ST000408,FA,64,MR008530
SB000051,ST000409,UT-1,8,MR008531
SB000051,ST000409,UT-2,69,MR008532
SB000051,ST000409,UT-3,84,MR008533
SB000051,ST000409,HY,33,MR008534
SB000051,ST000409,FA,88,MR008535
SB000052,ST000409,UT-1,83,MR008536
SB000052,ST000409,UT-2,5,MR008537
SB000052,ST000409,UT-3,81,MR008538
SB000052,ST000409,HY,3,MR008539
SB000052,ST000409,FA,80,MR008540
SB000053,ST000409,UT-1,10,MR008541
SB000053,ST000409,UT-2,38,MR008542
SB000053,ST000409,UT-3,51,MR008543
SB000053,ST000409,HY,54,MR008544
SB000053,ST000409,FA,17,MR008545
SB000051,ST000410,UT-1,22,MR008546
SB000051,ST000410,UT-2,10,MR008547
SB000051,ST000410,UT-3,58,MR008548
SB000051,ST000410,HY,49,MR008549
SB000051,ST000410,FA,21,MR008550
SB000052,ST000410,UT-1,51,MR008551
SB000052,ST000410,UT-2,26,MR008552
SB000052,ST000410,UT-3,90,MR008553
SB000052,ST000410,HY,88,MR008554
SB000052,ST000410,FA,71,MR008555
SB000053,ST000410,UT-1,36,MR008556
SB000053,ST000410,UT-2,98,MR008557
SB000053,ST000410,UT-3,21,MR008558
SB000053,ST000410,HY,10,MR008559
SB000053,ST000410,FA,90,MR008560
SB000051,ST000411,UT-1,77,MR008561
SB000051,ST000411,UT-2,29,MR008562
SB000051,ST000411,UT-3,71,MR008563
SB000051,ST000411,HY,10,MR008564
SB000051,ST000411,FA,56,MR008565
SB000052,ST000411,UT-1,55,MR008566
SB000052,ST000411,UT-2,99,MR008567
SB000052,ST000411,UT-3,25,MR008568
SB000052,ST000411,HY,58,MR008569
SB000052,ST000411,FA,9,MR008570
SB000053,ST000411,UT-1,75,MR008571
SB000053,ST000411,UT-2,53,MR008572
SB000053,ST000411,UT-3,97,MR008573
SB000053,ST000411,HY,75,MR008574
SB000053,ST000411,FA,10,MR008575
SB000051,ST000412,UT-1,67,MR008576
SB000051,ST000412,UT-2,19,MR008577
SB000051,ST000412,UT-3,27,MR008578
SB000051,ST000412,HY,35,MR008579
SB000051,ST000412,FA,59,MR008580
SB000052,ST000412,UT-1,3,MR008581
SB000052,ST000412,UT-2,61,MR008582
SB000052,ST000412,UT-3,39,MR008583
SB000052,ST000412,HY,26,MR008584
SB000052,ST000412,FA,12,MR008585
SB000053,ST000412,UT-1,21,MR008586
SB000053,ST000412,UT-2,8,MR008587
SB000053,ST000412,UT-3,57,MR008588
SB000053,ST000412,HY,10,MR008589
SB000053,ST000412,FA,81,MR008590
SB000051,ST000413,UT-1,82,MR008591
SB000051,ST000413,UT-2,58,MR008592
SB000051,ST000413,UT-3,86,MR008593
SB000051,ST000413,HY,65,MR008594
SB000051,ST000413,FA,45,MR008595
SB000052,ST000413,UT-1,51,MR008596
SB000052,ST000413,UT-2,75,MR008597
SB000052,ST000413,UT-3,69,MR008598
SB000052,ST000413,HY,89,MR008599
SB000052,ST000413,FA,16,MR008600
SB000053,ST000413,UT-1,44,MR008601
SB000053,ST000413,UT-2,77,MR008602
SB000053,ST000413,UT-3,58,MR008603
SB000053,ST000413,HY,30,MR008604
SB000053,ST000413,FA,10,MR008605
SB000051,ST000414,UT-1,91,MR008606
SB000051,ST000414,UT-2,1,MR008607
SB000051,ST000414,UT-3,12,MR008608
SB000051,ST000414,HY,61,MR008609
SB000051,ST000414,FA,86,MR008610
SB000052,ST000414,UT-1,95,MR008611
SB000052,ST000414,UT-2,84,MR008612
SB000052,ST000414,UT-3,42,MR008613
SB000052,ST000414,HY,17,MR008614
SB000052,ST000414,FA,54,MR008615
SB000053,ST000414,UT-1,35,MR008616
SB000053,ST000414,UT-2,35,MR008617
SB000053,ST000414,UT-3,8,MR008618
SB000053,ST000414,HY,24,MR008619
SB000053,ST000414,FA,80,MR008620
SB000051,ST000415,UT-1,10,MR008621
SB000051,ST000415,UT-2,88,MR008622
SB000051,ST000415,UT-3,15,MR008623
SB000051,ST000415,HY,30,MR008624
SB000051,ST000415,FA,8,MR008625
SB000052,ST000415,UT-1,21,MR008626
SB000052,ST000415,UT-2,27,MR008627
SB000052,ST000415,UT-3,79,MR008628
SB000052,ST000415,HY,94,MR008629
SB000052,ST000415,FA,17,MR008630
SB000053,ST000415,UT-1,26,MR008631
SB000053,ST000415,UT-2,55,MR008632
SB000053,ST000415,UT-3,65,MR008633
SB000053,ST000415,HY,41,MR008634
SB000053,ST000415,FA,17,MR008635
SB000051,ST000416,UT-1,98,MR008636
SB000051,ST000416,UT-2,53,MR008637
SB000051,ST000416,UT-3,14,MR008638
SB000051,ST000416,HY,54,MR008639
SB000051,ST000416,FA,30,MR008640
SB000052,ST000416,UT-1,67,MR008641
SB000052,ST000416,UT-2,16,MR008642
SB000052,ST000416,UT-3,94,MR008643
SB000052,ST000416,HY,98,MR008644
SB000052,ST000416,FA,24,MR008645
SB000053,ST000416,UT-1,32,MR008646
SB000053,ST000416,UT-2,29,MR008647
SB000053,ST000416,UT-3,37,MR008648
SB000053,ST000416,HY,5,MR008649
SB000053,ST000416,FA,76,MR008650
SB000051,ST000417,UT-1,21,MR008651
SB000051,ST000417,UT-2,0,MR008652
SB000051,ST000417,UT-3,90,MR008653
SB000051,ST000417,HY,40,MR008654
SB000051,ST000417,FA,15,MR008655
SB000052,ST000417,UT-1,55,MR008656
SB000052,ST000417,UT-2,57,MR008657
SB000052,ST000417,UT-3,82,MR008658
SB000052,ST000417,HY,50,MR008659
SB000052,ST000417,FA,10,MR008660
SB000053,ST000417,UT-1,68,MR008661
SB000053,ST000417,UT-2,12,MR008662
SB000053,ST000417,UT-3,91,MR008663
SB000053,ST000417,HY,74,MR008664
SB000053,ST000417,FA,26,MR008665
SB000051,ST000418,UT-1,96,MR008666
SB000051,ST000418,UT-2,94,MR008667
SB000051,ST000418,UT-3,17,MR008668
SB000051,ST000418,HY,71,MR008669
SB000051,ST000418,FA,35,MR008670
SB000052,ST000418,UT-1,18,MR008671
SB000052,ST000418,UT-2,38,MR008672
SB000052,ST000418,UT-3,15,MR008673
SB000052,ST000418,HY,3,MR008674
SB000052,ST000418,FA,4,MR008675
SB000053,ST000418,UT-1,4,MR008676
SB000053,ST000418,UT-2,50,MR008677
SB000053,ST000418,UT-3,4,MR008678
SB000053,ST000418,HY,78,MR008679
SB000053,ST000418,FA,61,MR008680
SB000051,ST000419,UT-1,97,MR008681
SB000051,ST000419,UT-2,80,MR008682
SB000051,ST000419,UT-3,64,MR008683
SB000051,ST000419,HY,61,MR008684
SB000051,ST000419,FA,99,MR008685
SB000052,ST000419,UT-1,46,MR008686
SB000052,ST000419,UT-2,64,MR008687
SB000052,ST000419,UT-3,42,MR008688
SB000052,ST000419,HY,74,MR008689
SB000052,ST000419,FA,95,MR008690
SB000053,ST000419,UT-1,54,MR008691
SB000053,ST000419,UT-2,84,MR008692
SB000053,ST000419,UT-3,80,MR008693
SB000053,ST000419,HY,42,MR008694
SB000053,ST000419,FA,19,MR008695
SB000051,ST000420,UT-1,46,MR008696
SB000051,ST000420,UT-2,60,MR008697
SB000051,ST000420,UT-3,34,MR008698
SB000051,ST000420,HY,32,MR008699
SB000051,ST000420,FA,79,MR008700
SB000052,ST000420,UT-1,14,MR008701
SB000052,ST000420,UT-2,72,MR008702
SB000052,ST000420,UT-3,33,MR008703
SB000052,ST000420,HY,36,MR008704
SB000052,ST000420,FA,86,MR008705
SB000053,ST000420,UT-1,94,MR008706
SB000053,ST000420,UT-2,56,MR008707
SB000053,ST000420,UT-3,3,MR008708
SB000053,ST000420,HY,79,MR008709
SB000053,ST000420,FA,46,MR008710
SB000051,ST000421,UT-1,26,MR008711
SB000051,ST000421,UT-2,74,MR008712
SB000051,ST000421,UT-3,27,MR008713
SB000051,ST000421,HY,91,MR008714
SB000051,ST000421,FA,98,MR008715
SB000052,ST000421,UT-1,96,MR008716
SB000052,ST000421,UT-2,10,MR008717
SB000052,ST000421,UT-3,11,MR008718
SB000052,ST000421,HY,56,MR008719
SB000052,ST000421,FA,86,MR008720
SB000053,ST000421,UT-1,90,MR008721
SB000053,ST000421,UT-2,63,MR008722
SB000053,ST000421,UT-3,48,MR008723
SB000053,ST000421,HY,29,MR008724
SB000053,ST000421,FA,6,MR008725
SB000051,ST000422,UT-1,74,MR008726
SB000051,ST000422,UT-2,42,MR008727
SB000051,ST000422,UT-3,4,MR008728
SB000051,ST000422,HY,17,MR008729
SB000051,ST000422,FA,45,MR008730
SB000052,ST000422,UT-1,70,MR008731
SB000052,ST000422,UT-2,94,MR008732
SB000052,ST000422,UT-3,68,MR008733
SB000052,ST000422,HY,34,MR008734
SB000052,ST000422,FA,6,MR008735
SB000053,ST000422,UT-1,90,MR008736
SB000053,ST000422,UT-2,38,MR008737
SB000053,ST000422,UT-3,47,MR008738
SB000053,ST000422,HY,5,MR008739
SB000053,ST000422,FA,92,MR008740
SB000054,ST000423,UT-1,53,MR008741
SB000054,ST000423,UT-2,2,MR008742
SB000054,ST000423,UT-3,60,MR008743
SB000054,ST000423,HY,18,MR008744
SB000054,ST000423,FA,45,MR008745
SB000055,ST000423,UT-1,29,MR008746
SB000055,ST000423,UT-2,72,MR008747
SB000055,ST000423,UT-3,48,MR008748
SB000055,ST000423,HY,77,MR008749
SB000055,ST000423,FA,8,MR008750
SB000056,ST000423,UT-1,8,MR008751
SB000056,ST000423,UT-2,37,MR008752
SB000056,ST000423,UT-3,27,MR008753
SB000056,ST000423,HY,51,MR008754
SB000056,ST000423,FA,47,MR008755
SB000057,ST000423,UT-1,73,MR008756
SB000057,ST000423,UT-2,39,MR008757
SB000057,ST000423,UT-3,46,MR008758
SB000057,ST000423,HY,27,MR008759
SB000057,ST000423,FA,61,MR008760
SB000058,ST000423,UT-1,69,MR008761
SB000058,ST000423,UT-2,75,MR008762
SB000058,ST000423,UT-3,75,MR008763
SB000058,ST000423,HY,83,MR008764
SB000058,ST000423,FA,44,MR008765
SB000054,ST000424,UT-1,2,MR008766
SB000054,ST000424,UT-2,78,MR008767
SB000054,ST000424,UT-3,73,MR008768
SB000054,ST000424,HY,52,MR008769
SB000054,ST000424,FA,90,MR008770
SB000055,ST000424,UT-1,14,MR008771
SB000055,ST000424,UT-2,68,MR008772
SB000055,ST000424,UT-3,82,MR008773
SB000055,ST000424,HY,42,MR008774
SB000055,ST000424,FA,46,MR008775
SB000056,ST000424,UT-1,3,MR008776
SB000056,ST000424,UT-2,7,MR008777
SB000056,ST000424,UT-3,71,MR008778
SB000056,ST000424,HY,83,MR008779
SB000056,ST000424,FA,21,MR008780
SB000057,ST000424,UT-1,38,MR008781
SB000057,ST000424,UT-2,85,MR008782
SB000057,ST000424,UT-3,9,MR008783
SB000057,ST000424,HY,27,MR008784
SB000057,ST000424,FA,78,MR008785
SB000058,ST000424,UT-1,35,MR008786
SB000058,ST000424,UT-2,97,MR008787
SB000058,ST000424,UT-3,24,MR008788
SB000058,ST000424,HY,71,MR008789
SB000058,ST000424,FA,15,MR008790
SB000054,ST000425,UT-1,61,MR008791
SB000054,ST000425,UT-2,86,MR008792
SB000054,ST000425,UT-3,87,MR008793
SB000054,ST000425,HY,12,MR008794
SB000054,ST000425,FA,37,MR008795
SB000055,ST000425,UT-1,90,MR008796
SB000055,ST000425,UT-2,92,MR008797
SB000055,ST000425,UT-3,10,MR008798
SB000055,ST000425,HY,48,MR008799
SB000055,ST000425,FA,15,MR008800
SB000056,ST000425,UT-1,93,MR008801
SB000056,ST000425,UT-2,61,MR008802
SB000056,ST000425,UT-3,58,MR008803
SB000056,ST000425,HY,15,MR008804
SB000056,ST000425,FA,12,MR008805
SB000057,ST000425,UT-1,96,MR008806
SB000057,ST000425,UT-2,61,MR008807
SB000057,ST000425,UT-3,95,MR008808
SB000057,ST000425,HY,13,MR008809
SB000057,ST000425,FA,9,MR008810
SB000058,ST000425,UT-1,37,MR008811
SB000058,ST000425,UT-2,44,MR008812
SB000058,ST000425,UT-3,83,MR008813
SB000058,ST000425,HY,93,MR008814
SB000058,ST000425,FA,78,MR008815
SB000054,ST000426,UT-1,15,MR008816
SB000054,ST000426,UT-2,59,MR008817
SB000054,ST000426,UT-3,97,MR008818
SB000054,ST000426,HY,48,MR008819
SB000054,ST000426,FA,55,MR008820
SB000055,ST000426,UT-1,8,MR008821
SB000055,ST000426,UT-2,88,MR008822
SB000055,ST000426,UT-3,12,MR008823
SB000055,ST000426,HY,13,MR008824
SB000055,ST000426,FA,94,MR008825
SB000056,ST000426,UT-1,34,MR008826
SB000056,ST000426,UT-2,36,MR008827
SB000056,ST000426,UT-3,55,MR008828
SB000056,ST000426,HY,61,MR008829
SB000056,ST000426,FA,85,MR008830
SB000057,ST000426,UT-1,43,MR008831
SB000057,ST000426,UT-2,61,MR008832
SB000057,ST000426,UT-3,39,MR008833
SB000057,ST000426,HY,30,MR008834
SB000057,ST000426,FA,95,MR008835
SB000058,ST000426,UT-1,89,MR008836
SB000058,ST000426,UT-2,70,MR008837
SB000058,ST000426,UT-3,5,MR008838
SB000058,ST000426,HY,1,MR008839
SB000058,ST000426,FA,18,MR008840
SB000054,ST000427,UT-1,51,MR008841
SB000054,ST000427,UT-2,38,MR008842
SB000054,ST000427,UT-3,12,MR008843
SB000054,ST000427,HY,43,MR008844
SB000054,ST000427,FA,95,MR008845
SB000055,ST000427,UT-1,76,MR008846
SB000055,ST000427,UT-2,80,MR008847
SB000055,ST000427,UT-3,4,MR008848
SB000055,ST000427,HY,16,MR008849
SB000055,ST000427,FA,93,MR008850
SB000056,ST000427,UT-1,33,MR008851
SB000056,ST000427,UT-2,26,MR008852
SB000056,ST000427,UT-3,95,MR008853
SB000056,ST000427,HY,58,MR008854
SB000056,ST000427,FA,17,MR008855
SB000057,ST000427,UT-1,79,MR008856
SB000057,ST000427,UT-2,13,MR008857
SB000057,ST000427,UT-3,41,MR008858
SB000057,ST000427,HY,94,MR008859
SB000057,ST000427,FA,95,MR008860
SB000058,ST000427,UT-1,14,MR008861
SB000058,ST000427,UT-2,32,MR008862
SB000058,ST000427,UT-3,48,MR008863
SB000058,ST000427,HY,54,MR008864
SB000058,ST000427,FA,9,MR008865
SB000054,ST000428,UT-1,38,MR008866
SB000054,ST000428,UT-2,44,MR008867
SB000054,ST000428,UT-3,2,MR008868
SB000054,ST000428,HY,62,MR008869
SB000054,ST000428,FA,82,MR008870
SB000055,ST000428,UT-1,31,MR008871
SB000055,ST000428,UT-2,0,MR008872
SB000055,ST000428,UT-3,13,MR008873
SB000055,ST000428,HY,93,MR008874
SB000055,ST000428,FA,1,MR008875
SB000056,ST000428,UT-1,32,MR008876
SB000056,ST000428,UT-2,49,MR008877
SB000056,ST000428,UT-3,91,MR008878
SB000056,ST000428,HY,74,MR008879
SB000056,ST000428,FA,1,MR008880
SB000057,ST000428,UT-1,53,MR008881
SB000057,ST000428,UT-2,38,MR008882
SB000057,ST000428,UT-3,53,MR008883
SB000057,ST000428,HY,52,MR008884
SB000057,ST000428,FA,10,MR008885
SB000058,ST000428,UT-1,58,MR008886
SB000058,ST000428,UT-2,95,MR008887
SB000058,ST000428,UT-3,68,MR008888
SB000058,ST000428,HY,66,MR008889
SB000058,ST000428,FA,7,MR008890
SB000054,ST000429,UT-1,2,MR008891
SB000054,ST000429,UT-2,33,MR008892
SB000054,ST000429,UT-3,71,MR008893
SB000054,ST000429,HY,41,MR008894
SB000054,ST000429,FA,74,MR008895
SB000055,ST000429,UT-1,38,MR008896
SB000055,ST000429,UT-2,62,MR008897
SB000055,ST000429,UT-3,66,MR008898
SB000055,ST000429,HY,85,MR008899
SB000055,ST000429,FA,44,MR008900
SB000056,ST000429,UT-1,48,MR008901
SB000056,ST000429,UT-2,0,MR008902
SB000056,ST000429,UT-3,46,MR008903
SB000056,ST000429,HY,9,MR008904
SB000056,ST000429,FA,54,MR008905
SB000057,ST000429,UT-1,9,MR008906
SB000057,ST000429,UT-2,89,MR008907
SB000057,ST000429,UT-3,30,MR008908
SB000057,ST000429,HY,4,MR008909
SB000057,ST000429,FA,66,MR008910
SB000058,ST000429,UT-1,14,MR008911
SB000058,ST000429,UT-2,79,MR008912
SB000058,ST000429,UT-3,74,MR008913
SB000058,ST000429,HY,70,MR008914
SB000058,ST000429,FA,76,MR008915
SB000054,ST000430,UT-1,44,MR008916
SB000054,ST000430,UT-2,74,MR008917
SB000054,ST000430,UT-3,39,MR008918
SB000054,ST000430,HY,3,MR008919
SB000054,ST000430,FA,2,MR008920
SB000055,ST000430,UT-1,8,MR008921
SB000055,ST000430,UT-2,92,MR008922
SB000055,ST000430,UT-3,76,MR008923
SB000055,ST000430,HY,79,MR008924
SB000055,ST000430,FA,30,MR008925
SB000056,ST000430,UT-1,100,MR008926
SB000056,ST000430,UT-2,54,MR008927
SB000056,ST000430,UT-3,92,MR008928
SB000056,ST000430,HY,82,MR008929
SB000056,ST000430,FA,42,MR008930
SB000057,ST000430,UT-1,99,MR008931
SB000057,ST000430,UT-2,21,MR008932
SB000057,ST000430,UT-3,65,MR008933
SB000057,ST000430,HY,10,MR008934
SB000057,ST000430,FA,88,MR008935
SB000058,ST000430,UT-1,81,MR008936
SB000058,ST000430,UT-2,55,MR008937
SB000058,ST000430,UT-3,78,MR008938
SB000058,ST000430,HY,37,MR008939
SB000058,ST000430,FA,83,MR008940
SB000054,ST000431,UT-1,95,MR008941
SB000054,ST000431,UT-2,12,MR008942
SB000054,ST000431,UT-3,70,MR008943
SB000054,ST000431,HY,92,MR008944
SB000054,ST000431,FA,87,MR008945
SB000055,ST000431,UT-1,23,MR008946
SB000055,ST000431,UT-2,16,MR008947
SB000055,ST000431,UT-3,79,MR008948
SB000055,ST000431,HY,39,MR008949
SB000055,ST000431,FA,16,MR008950
SB000056,ST000431,UT-1,30,MR008951
SB000056,ST000431,UT-2,50,MR008952
SB000056,ST000431,UT-3,62,MR008953
SB000056,ST000431,HY,61,MR008954
SB000056,ST000431,FA,16,MR008955
SB000057,ST000431,UT-1,66,MR008956
SB000057,ST000431,UT-2,69,MR008957
SB000057,ST000431,UT-3,10,MR008958
SB000057,ST000431,HY,6,MR008959
SB000057,ST000431,FA,74,MR008960
SB000058,ST000431,UT-1,35,MR008961
SB000058,ST000431,UT-2,88,MR008962
SB000058,ST000431,UT-3,97,MR008963
SB000058,ST000431,HY,65,MR008964
SB000058,ST000431,FA,67,MR008965
SB000054,ST000432,UT-1,94,MR008966
SB000054,ST000432,UT-2,51,MR008967
SB000054,ST000432,UT-3,29,MR008968
SB000054,ST000432,HY,52,MR008969
SB000054,ST000432,FA,62,MR008970
SB000055,ST000432,UT-1,26,MR008971
SB000055,ST000432,UT-2,82,MR008972
SB000055,ST000432,UT-3,91,MR008973
SB000055,ST000432,HY,3,MR008974
SB000055,ST000432,FA,3,MR008975
SB000056,ST000432,UT-1,94,MR008976
SB000056,ST000432,UT-2,62,MR008977
SB000056,ST000432,UT-3,34,MR008978
SB000056,ST000432,HY,81,MR008979
SB000056,ST000432,FA,0,MR008980
SB000057,ST000432,UT-1,48,MR008981
SB000057,ST000432,UT-2,63,MR008982
SB000057,ST000432,UT-3,19,MR008983
SB000057,ST000432,HY,19,MR008984
SB000057,ST000432,FA,20,MR008985
SB000058,ST000432,UT-1,23,MR008986
SB000058,ST000432,UT-2,38,MR008987
SB000058,ST000432,UT-3,12,MR008988
SB000058,ST000432,HY,67,MR008989
SB000058,ST000432,FA,24,MR008990
SB000054,ST000433,UT-1,15,MR008991
SB000054,ST000433,UT-2,66,MR008992
SB000054,ST000433,UT-3,9,MR008993
SB000054,ST000433,HY,12,MR008994
SB000054,ST000433,FA,70,MR008995
SB000055,ST000433,UT-1,51,MR008996
SB000055,ST000433,UT-2,59,MR008997
SB000055,ST000433,UT-3,53,MR008998
SB000055,ST000433,HY,49,MR008999
SB000055,ST000433,FA,30,MR009000
SB000056,ST000433,UT-1,98,MR009001
SB000056,ST000433,UT-2,96,MR009002
SB000056,ST000433,UT-3,48,MR009003
SB000056,ST000433,HY,13,MR009004
SB000056,ST000433,FA,75,MR009005
SB000057,ST000433,UT-1,42,MR009006
SB000057,ST000433,UT-2,38,MR009007
SB000057,ST000433,UT-3,28,MR009008
SB000057,ST000433,HY,12,MR009009
SB000057,ST000433,FA,77,MR009010
SB000058,ST000433,UT-1,40,MR009011
SB000058,ST000433,UT-2,20,MR009012
SB000058,ST000433,UT-3,86,MR009013
SB000058,ST000433,HY,51,MR009014
SB000058,ST000433,FA,94,MR009015
SB000054,ST000434,UT-1,39,MR009016
SB000054,ST000434,UT-2,23,MR009017
SB000054,ST000434,UT-3,13,MR009018
SB000054,ST000434,HY,10,MR009019
SB000054,ST000434,FA,94,MR009020
SB000055,ST000434,UT-1,25,MR009021
SB000055,ST000434,UT-2,91,MR009022
SB000055,ST000434,UT-3,11,MR009023
SB000055,ST000434,HY,11,MR009024
SB000055,ST000434,FA,23,MR009025
SB000056,ST000434,UT-1,22,MR009026
SB000056,ST000434,UT-2,33,MR009027
SB000056,ST000434,UT-3,81,MR009028
SB000056,ST000434,HY,2,MR009029
SB000056,ST000434,FA,42,MR009030
SB000057,ST000434,UT-1,8,MR009031
SB000057,ST000434,UT-2,90,MR009032
SB000057,ST000434,UT-3,5,MR009033
SB000057,ST000434,HY,55,MR009034
SB000057,ST000434,FA,56,MR009035
SB000058,ST000434,UT-1,72,MR009036
SB000058,ST000434,UT-2,34,MR009037
SB000058,ST000434,UT-3,2,MR009038
SB000058,ST000434,HY,44,MR009039
SB000058,ST000434,FA,83,MR009040
SB000054,ST000435,UT-1,0,MR009041
SB000054,ST000435,UT-2,79,MR009042
SB000054,ST000435,UT-3,18,MR009043
SB000054,ST000435,HY,13,MR009044
SB000054,ST000435,FA,30,MR009045
SB000055,ST000435,UT-1,100,MR009046
SB000055,ST000435,UT-2,45,MR009047
SB000055,ST000435,UT-3,35,MR009048
SB000055,ST000435,HY,13,MR009049
SB000055,ST000435,FA,39,MR009050
SB000056,ST000435,UT-1,4,MR009051
SB000056,ST000435,UT-2,32,MR009052
SB000056,ST000435,UT-3,44,MR009053
SB000056,ST000435,HY,12,MR009054
SB000056,ST000435,FA,3,MR009055
SB000057,ST000435,UT-1,76,MR009056
SB000057,ST000435,UT-2,95,MR009057
SB000057,ST000435,UT-3,60,MR009058
SB000057,ST000435,HY,78,MR009059
SB000057,ST000435,FA,15,MR009060
SB000058,ST000435,UT-1,11,MR009061
SB000058,ST000435,UT-2,84,MR009062
SB000058,ST000435,UT-3,50,MR009063
SB000058,ST000435,HY,96,MR009064
SB000058,ST000435,FA,98,MR009065
SB000054,ST000436,UT-1,3,MR009066
SB000054,ST000436,UT-2,84,MR009067
SB000054,ST000436,UT-3,24,MR009068
SB000054,ST000436,HY,24,MR009069
SB000054,ST000436,FA,8,MR009070
SB000055,ST000436,UT-1,84,MR009071
SB000055,ST000436,UT-2,60,MR009072
SB000055,ST000436,UT-3,39,MR009073
SB000055,ST000436,HY,36,MR009074
SB000055,ST000436,FA,84,MR009075
SB000056,ST000436,UT-1,98,MR009076
SB000056,ST000436,UT-2,63,MR009077
SB000056,ST000436,UT-3,47,MR009078
SB000056,ST000436,HY,53,MR009079
SB000056,ST000436,FA,57,MR009080
SB000057,ST000436,UT-1,62,MR009081
SB000057,ST000436,UT-2,55,MR009082
SB000057,ST000436,UT-3,9,MR009083
SB000057,ST000436,HY,7,MR009084
SB000057,ST000436,FA,45,MR009085
SB000058,ST000436,UT-1,14,MR009086
SB000058,ST000436,UT-2,31,MR009087
SB000058,ST000436,UT-3,65,MR009088
SB000058,ST000436,HY,37,MR009089
SB000058,ST000436,FA,73,MR009090
SB000054,ST000437,UT-1,95,MR009091
SB000054,ST000437,UT-2,36,MR009092
SB000054,ST000437,UT-3,99,MR009093
SB000054,ST000437,HY,31,MR009094
SB000054,ST000437,FA,16,MR009095
SB000055,ST000437,UT-1,8,MR009096
SB000055,ST000437,UT-2,90,MR009097
SB000055,ST000437,UT-3,28,MR009098
SB000055,ST000437,HY,31,MR009099
SB000055,ST000437,FA,99,MR009100
SB000056,ST000437,UT-1,84,MR009101
SB000056,ST000437,UT-2,33,MR009102
SB000056,ST000437,UT-3,15,MR009103
SB000056,ST000437,HY,78,MR009104
SB000056,ST000437,FA,71,MR009105
SB000057,ST000437,UT-1,14,MR009106
SB000057,ST000437,UT-2,4,MR009107
SB000057,ST000437,UT-3,44,MR009108
SB000057,ST000437,HY,57,MR009109
SB000057,ST000437,FA,21,MR009110
SB000058,ST000437,UT-1,73,MR009111
SB000058,ST000437,UT-2,98,MR009112
SB000058,ST000437,UT-3,51,MR009113
SB000058,ST000437,HY,73,MR009114
SB000058,ST000437,FA,75,MR009115
SB000054,ST000438,UT-1,86,MR009116
SB000054,ST000438,UT-2,21,MR009117
SB000054,ST000438,UT-3,40,MR009118
SB000054,ST000438,HY,95,MR009119
SB000054,ST000438,FA,96,MR009120
SB000055,ST000438,UT-1,32,MR009121
SB000055,ST000438,UT-2,58,MR009122
SB000055,ST000438,UT-3,65,MR009123
SB000055,ST000438,HY,40,MR009124
SB000055,ST000438,FA,84,MR009125
SB000056,ST000438,UT-1,6,MR009126
SB000056,ST000438,UT-2,5,MR009127
SB000056,ST000438,UT-3,24,MR009128
SB000056,ST000438,HY,78,MR009129
SB000056,ST000438,FA,41,MR009130
SB000057,ST000438,UT-1,66,MR009131
SB000057,ST000438,UT-2,89,MR009132
SB000057,ST000438,UT-3,64,MR009133
SB000057,ST000438,HY,54,MR009134
SB000057,ST000438,FA,77,MR009135
SB000058,ST000438,UT-1,65,MR009136
SB000058,ST000438,UT-2,37,MR009137
SB000058,ST000438,UT-3,0,MR009138
SB000058,ST000438,HY,24,MR009139
SB000058,ST000438,FA,87,MR009140
SB000054,ST000439,UT-1,24,MR009141
SB000054,ST000439,UT-2,12,MR009142
SB000054,ST000439,UT-3,33,MR009143
SB000054,ST000439,HY,43,MR009144
SB000054,ST000439,FA,45,MR009145
SB000055,ST000439,UT-1,43,MR009146
SB000055,ST000439,UT-2,12,MR009147
SB000055,ST000439,UT-3,14,MR009148
SB000055,ST000439,HY,63,MR009149
SB000055,ST000439,FA,34,MR009150
SB000056,ST000439,UT-1,66,MR009151
SB000056,ST000439,UT-2,73,MR009152
SB000056,ST000439,UT-3,83,MR009153
SB000056,ST000439,HY,4,MR009154
SB000056,ST000439,FA,66,MR009155
SB000057,ST000439,UT-1,73,MR009156
SB000057,ST000439,UT-2,48,MR009157
SB000057,ST000439,UT-3,75,MR009158
SB000057,ST000439,HY,90,MR009159
SB000057,ST000439,FA,58,MR009160
SB000058,ST000439,UT-1,59,MR009161
SB000058,ST000439,UT-2,80,MR009162
SB000058,ST000439,UT-3,74,MR009163
SB000058,ST000439,HY,13,MR009164
SB000058,ST000439,FA,9,MR009165
SB000054,ST000440,UT-1,44,MR009166
SB000054,ST000440,UT-2,97,MR009167
SB000054,ST000440,UT-3,21,MR009168
SB000054,ST000440,HY,13,MR009169
SB000054,ST000440,FA,83,MR009170
SB000055,ST000440,UT-1,94,MR009171
SB000055,ST000440,UT-2,67,MR009172
SB000055,ST000440,UT-3,42,MR009173
SB000055,ST000440,HY,23,MR009174
SB000055,ST000440,FA,33,MR009175
SB000056,ST000440,UT-1,7,MR009176
SB000056,ST000440,UT-2,57,MR009177
SB000056,ST000440,UT-3,94,MR009178
SB000056,ST000440,HY,77,MR009179
